ko	sample_0	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24
K04047	146.0	143.0	31.0	108.0	164.0	41.0	120.0	9.0	143.0	129.0	177.0	31.0	168.0	28.0	33.0	94.0	68.0	118.0	151.0	57.0	6.0	8.0	89.0	70.0	189.0
K04061	2.0	7.0		1.0	12.0	3.0	7.0		5.0	7.0	7.0	1.0	2.0	2.0	3.0	5.0	1.0	3.0	1.0	2.0		1.0	4.0	3.0	3.0
K04062	15.0	7.0	4.0	15.0	9.0	4.0			29.0	11.0	32.0	5.0	25.0	8.0		25.0	12.0	19.0	12.0	6.0		4.0	5.0	1.0	39.0
K04063	118.0	76.0	128.0	309.0	103.0	79.0	1.0	287.0	411.0	135.0	407.0	83.0	367.0	76.0	145.0	193.0	339.0	332.0	321.0	128.0	5.0	58.0	166.0	189.0	414.0
K04065	43.0	29.0	30.0	100.0	57.0	25.0	3.0	6.0	159.0	47.0	178.0	15.0	162.0	39.0	13.0	102.0	83.0	110.0	162.0	39.0		19.0	52.0	21.0	163.0
K04066	25.0	27.0	31.0	23.0	28.0	23.0	31.0	14.0	29.0	36.0	16.0	24.0	28.0	39.0	25.0	9.0	17.0	19.0	25.0	25.0	38.0	33.0	23.0	26.0	23.0
K04067	3.0		7.0	12.0	1.0	1.0		19.0	7.0	2.0		3.0	3.0		11.0		19.0	4.0	2.0	2.0		2.0	6.0	15.0	
K04077	51.0	54.0	14.0	29.0	58.0	30.0	47.0	25.0	48.0	51.0	50.0	26.0	53.0	21.0	23.0	36.0	34.0	49.0	45.0	25.0	8.0	6.0	34.0	35.0	41.0
K04078	963.0	1133.0	439.0	635.0	1075.0	639.0	1199.0	685.0	709.0	939.0	862.0	470.0	737.0	411.0	579.0	1246.0	521.0	765.0	974.0	656.0	498.0	438.0	662.0	791.0	845.0
K04079	748.0	932.0	196.0	364.0	942.0	356.0	1137.0	344.0	558.0	857.0	526.0	262.0	423.0	163.0	330.0	474.0	376.0	551.0	455.0	251.0	146.0	167.0	405.0	632.0	546.0
K04082	3.0		23.0	38.0	11.0	18.0		122.0	44.0	7.0	4.0	18.0	11.0	2.0	55.0	1.0	89.0	36.0	4.0	13.0	2.0	11.0	27.0	57.0	
K04083	64.0	63.0	109.0	105.0	73.0	97.0	56.0	105.0	83.0	65.0	86.0	88.0	91.0	84.0	108.0	92.0	85.0	99.0	91.0	67.0	99.0	95.0	98.0	83.0	89.0
K04085	205.0	277.0	70.0	209.0	261.0	91.0	266.0	216.0	224.0	229.0	187.0	61.0	167.0	42.0	109.0	104.0	224.0	197.0	180.0	83.0	2.0	37.0	145.0	264.0	236.0
K04096	1736.0	2111.0	871.0	983.0	2085.0	969.0	2373.0	1032.0	1296.0	1857.0	1043.0	956.0	966.0	796.0	1004.0	527.0	1101.0	1362.0	842.0	785.0	645.0	736.0	1032.0	1447.0	1154.0
K04338	31.0	35.0	16.0	79.0	29.0	12.0	1.0	3.0	104.0	45.0	109.0	13.0	104.0	28.0	7.0	73.0	61.0	76.0	105.0	26.0		11.0	38.0	13.0	132.0
K04564	1685.0	1874.0	721.0	909.0	1907.0	893.0	2052.0	813.0	1185.0	1672.0	955.0	792.0	816.0	685.0	800.0	518.0	961.0	1175.0	723.0	715.0	608.0	621.0	913.0	1206.0	993.0
K04651	245.0	265.0	126.0	61.0	246.0	172.0	329.0	7.0	50.0	212.0	44.0	169.0	44.0	203.0	135.0	16.0	17.0	93.0	24.0	137.0	195.0	170.0	137.0	117.0	49.0
K04652	72.0	73.0	34.0	15.0	82.0	44.0	100.0	4.0	21.0	79.0	9.0	45.0	9.0	60.0	33.0	6.0	3.0	17.0	8.0	25.0	44.0	38.0	55.0	45.0	23.0
K04653	466.0	528.0	183.0	81.0	483.0	215.0	640.0	21.0	92.0	422.0	55.0	180.0	37.0	186.0	180.0	35.0	20.0	175.0	44.0	147.0	203.0	164.0	186.0	256.0	85.0
K04656	9.0	4.0	17.0	11.0	4.0	8.0	6.0	1.0	2.0	1.0	1.0	14.0	3.0	11.0	11.0		1.0		2.0	9.0	19.0	15.0	20.0	3.0	1.0
K04744	27.0	14.0	10.0	36.0	19.0	16.0	6.0	41.0	49.0	27.0	37.0	5.0	44.0	5.0	16.0	26.0	44.0	37.0	29.0	15.0	1.0	10.0	28.0	33.0	40.0
K04749	8.0	1.0	41.0	13.0		36.0		3.0	2.0	6.0	5.0	43.0	5.0	37.0	24.0		4.0	1.0	1.0	19.0	48.0	43.0	15.0	4.0	7.0
K04751	113.0	150.0	32.0	71.0	131.0	58.0	157.0	65.0	101.0	105.0	72.0	36.0	76.0	30.0	49.0	53.0	94.0	101.0	72.0	44.0	16.0	24.0	58.0	93.0	112.0
K04758	8.0		20.0	10.0	3.0	23.0	5.0	10.0		8.0		24.0	7.0	25.0	20.0	2.0	8.0	4.0	4.0	12.0	22.0	21.0	17.0	9.0	3.0
K04759	168.0	157.0	29.0	30.0	159.0	61.0	226.0	60.0	66.0	121.0	15.0	45.0	17.0	22.0	72.0	7.0	54.0	78.0	9.0	32.0	24.0	33.0	57.0	113.0	29.0
K04762	220.0	283.0	42.0	131.0	288.0	93.0	317.0	126.0	207.0	252.0	165.0	63.0	127.0	19.0	106.0	110.0	158.0	176.0	120.0	59.0	4.0	19.0	125.0	167.0	176.0
K04764	32.0	43.0	8.0	18.0	47.0	10.0	45.0	36.0	27.0	51.0	42.0	8.0	30.0	6.0	14.0	14.0	27.0	31.0	25.0	17.0		4.0	18.0	22.0	32.0
K05337	25.0	21.0	111.0	46.0	5.0	72.0	1.0	17.0	13.0	16.0	61.0	92.0	46.0	95.0	77.0	155.0	9.0	19.0	111.0	121.0	112.0	121.0	70.0	21.0	46.0
K05381	2.0		20.0	3.0		7.0		1.0		1.0	1.0	14.0	3.0	12.0	10.0				1.0	11.0	17.0	12.0	10.0	1.0	2.0
K05501	10.0	2.0	10.0	15.0	8.0	2.0	1.0	24.0	30.0	12.0	38.0	4.0	28.0	5.0	6.0	18.0	22.0	23.0	23.0	10.0		4.0	12.0	13.0	29.0
K05524	2.0	1.0	10.0	5.0	3.0	1.0		34.0	6.0			11.0	8.0	2.0	10.0		27.0	10.0	2.0	6.0	2.0	3.0	8.0	17.0	1.0
K05526	12.0	4.0	16.0	25.0	14.0	6.0		27.0	42.0	13.0	39.0	5.0	42.0	5.0	14.0	22.0	30.0	32.0	33.0	11.0	2.0	4.0	14.0	15.0	26.0
K05527	74.0	102.0	28.0	41.0	87.0	19.0	98.0	49.0	63.0	77.0	53.0	15.0	47.0	8.0	46.0	23.0	55.0	62.0	37.0	21.0	3.0	10.0	29.0	81.0	60.0
K05560	2.0	1.0		1.0	1.0	1.0	3.0	2.0	3.0		1.0				2.0		1.0	3.0					1.0	1.0	1.0
K05563	26.0	31.0	7.0	10.0	22.0	10.0	47.0	17.0	13.0	36.0	2.0	3.0	3.0	1.0	10.0		19.0	15.0	7.0	4.0	2.0	5.0	14.0	36.0	6.0
K05564	31.0	44.0	1.0	5.0	40.0	12.0	61.0	4.0	1.0	33.0	2.0	4.0	2.0	1.0	6.0		4.0	14.0	1.0	1.0		1.0	5.0	23.0	3.0
K05566	168.0	192.0	13.0	32.0	185.0	51.0	241.0	98.0	72.0	154.0	20.0	35.0	15.0	2.0	66.0	13.0	72.0	82.0	15.0	23.0	4.0	6.0	50.0	148.0	32.0
K05570	6.0	5.0			4.0	1.0	5.0			6.0		1.0							2.0			1.0		4.0	2.0
K05583	16.0	15.0	78.0	46.0	2.0	74.0		17.0	4.0	18.0	45.0	70.0	32.0	91.0	53.0	130.0	7.0	15.0	75.0	77.0	92.0	92.0	38.0	23.0	32.0
K05589	39.0	46.0	19.0	47.0	42.0	19.0	45.0	40.0	58.0	47.0	56.0	13.0	65.0	10.0	34.0	23.0	55.0	66.0	44.0	23.0		9.0	24.0	44.0	53.0
K05595	8.0	2.0	8.0	38.0	6.0	9.0		74.0	33.0	6.0	17.0	17.0	24.0	4.0	33.0	6.0	74.0	25.0	17.0	9.0	1.0	5.0	15.0	38.0	24.0
K05770	37.0	3.0	161.0	54.0	9.0	118.0	5.0	3.0	3.0	24.0	7.0	136.0	30.0	179.0	109.0	7.0	7.0	4.0	7.0	111.0	195.0	171.0	84.0	13.0	11.0
K05774	5.0	9.0			6.0		5.0		1.0	1.0		2.0			1.0			1.0						5.0	2.0
K05786	13.0	9.0	10.0	30.0	15.0	4.0		34.0	44.0	12.0	29.0	6.0	40.0	8.0	19.0	24.0	44.0	38.0	36.0	12.0		11.0	22.0	14.0	33.0
K05788	30.0	35.0	3.0	17.0	45.0	7.0	45.0	17.0	24.0	27.0	16.0	7.0	12.0	1.0	15.0	8.0	24.0	34.0	14.0	9.0	1.0	3.0	18.0	19.0	19.0
K05801	4.0	4.0	2.0	15.0	2.0	3.0		21.0	19.0	9.0	16.0	4.0	23.0	2.0	10.0	15.0	15.0	27.0	12.0	5.0		4.0	10.0	10.0	13.0
K05803	17.0	7.0	12.0	36.0	18.0	17.0		60.0	41.0	11.0	39.0	10.0	29.0	4.0	30.0	19.0	57.0	33.0	36.0	15.0	3.0	8.0	21.0	35.0	45.0
K05805	104.0	78.0	92.0	306.0	97.0	94.0		334.0	319.0	112.0	313.0	69.0	341.0	53.0	150.0	166.0	375.0	315.0	291.0	126.0	8.0	47.0	159.0	219.0	288.0
K05807	151.0	169.0	38.0	91.0	132.0	53.0	141.0	102.0	149.0	137.0	108.0	36.0	116.0	20.0	71.0	65.0	119.0	109.0	104.0	44.0	3.0	12.0	86.0	130.0	164.0
K05808	111.0	129.0	44.0	50.0	115.0	65.0	152.0	53.0	68.0	97.0	63.0	38.0	61.0	30.0	51.0	77.0	48.0	83.0	68.0	45.0	37.0	38.0	61.0	98.0	66.0
K05810	132.0	124.0	55.0	88.0	134.0	94.0	134.0	112.0	105.0	132.0	126.0	67.0	117.0	64.0	86.0	146.0	97.0	103.0	123.0	97.0	63.0	51.0	103.0	109.0	120.0
K05812	8.0	4.0	3.0	29.0	3.0	9.0	2.0	53.0	35.0	6.0	20.0	13.0	15.0	1.0	27.0	6.0	38.0	17.0	9.0	9.0	1.0	6.0	14.0	23.0	5.0
K05896	118.0	70.0	86.0	210.0	106.0	69.0	1.0	13.0	329.0	125.0	349.0	45.0	377.0	85.0	21.0	212.0	161.0	249.0	354.0	92.0	15.0	35.0	134.0	42.0	442.0
K05952	36.0	29.0	44.0	98.0	52.0	40.0	1.0	134.0	144.0	55.0	137.0	33.0	126.0	31.0	72.0	61.0	150.0	127.0	124.0	45.0	4.0	18.0	80.0	88.0	148.0
K05979	14.0	23.0	93.0	42.0	2.0	84.0		25.0	16.0	15.0	75.0	90.0	54.0	73.0	42.0	219.0	12.0	31.0	107.0	96.0	107.0	80.0	73.0	14.0	46.0
K05995	2.0	1.0	3.0	5.0	3.0	1.0	1.0	3.0	8.0	3.0	11.0	1.0	15.0	2.0	1.0	4.0	7.0	6.0	13.0	4.0			1.0		9.0
K06006	3.0	5.0	4.0	9.0	3.0	1.0		6.0	10.0	4.0	6.0	1.0	9.0		4.0	6.0	5.0	5.0	11.0	3.0			4.0	4.0	6.0
K06013	18.0	25.0			28.0	15.0	28.0	1.0	1.0	24.0	3.0	4.0			1.0			8.0		1.0			6.0	6.0	3.0
K06024	151.0	136.0	113.0	300.0	166.0	144.0		37.0	423.0	194.0	550.0	76.0	516.0	163.0	62.0	361.0	199.0	320.0	497.0	145.0	68.0	95.0	234.0	67.0	555.0
K06042	11.0		45.0	18.0	2.0	29.0	1.0			8.0	1.0	37.0	11.0	58.0	33.0	1.0	2.0	1.0	4.0	45.0	47.0	52.0	23.0	5.0	5.0
K06076	20.0	29.0	9.0	9.0	13.0	5.0	18.0	6.0	14.0	21.0	12.0	3.0	11.0	5.0	5.0	4.0	11.0	17.0	14.0	4.0		6.0	7.0	20.0	20.0
K06077	13.0	1.0	17.0	49.0	6.0	15.0		127.0	36.0	6.0	4.0	22.0	19.0	2.0	46.0	2.0	112.0	33.0	7.0	19.0	6.0	11.0	24.0	81.0	1.0
K06078	1.0		9.0	12.0	3.0	4.0		41.0	22.0	1.0		8.0	4.0		19.0	1.0	37.0	18.0	2.0	6.0	2.0	5.0	10.0	28.0	1.0
K06133	15.0	1.0	59.0	22.0	4.0	27.0		36.0	19.0	14.0	3.0	39.0	15.0	27.0	40.0		37.0	14.0	2.0	35.0	34.0	32.0	35.0	25.0	1.0
K06135	3.0	13.0	12.0	26.0	16.0	9.0		27.0	26.0	5.0	26.0	10.0	30.0	3.0	8.0	16.0	27.0	28.0	30.0	18.0	1.0	2.0	11.0	14.0	31.0
K06137	14.0	18.0	23.0	54.0	24.0	19.0		60.0	62.0	18.0	56.0	17.0	74.0	8.0	22.0	35.0	62.0	56.0	46.0	19.0	1.0	5.0	35.0	48.0	72.0
K06138	71.0	54.0	80.0	178.0	72.0	60.0	1.0	145.0	234.0	96.0	242.0	54.0	234.0	64.0	61.0	147.0	229.0	190.0	172.0	75.0	6.0	25.0	98.0	113.0	242.0
K06142	135.0	182.0	13.0	28.0	176.0	52.0	206.0	14.0	74.0	136.0	45.0	22.0	45.0	13.0	32.0	25.0	20.0	75.0	49.0	13.0	1.0	5.0	51.0	100.0	79.0
K06153	646.0	713.0	312.0	446.0	726.0	457.0	864.0	441.0	535.0	646.0	556.0	336.0	493.0	260.0	371.0	663.0	412.0	577.0	561.0	384.0	284.0	261.0	409.0	554.0	575.0
K06162	166.0	194.0	44.0	27.0	174.0	68.0	220.0	7.0	44.0	151.0	23.0	65.0	7.0	67.0	47.0	12.0	4.0	65.0	14.0	36.0	34.0	67.0	50.0	94.0	25.0
K06176	18.0	18.0	7.0	28.0	19.0	10.0	15.0	14.0	28.0	22.0	37.0	8.0	34.0	8.0	5.0	13.0	27.0	29.0	22.0	11.0	1.0	2.0	13.0	12.0	39.0
K06186	109.0	113.0	57.0	130.0	110.0	54.0	106.0	163.0	187.0	112.0	154.0	31.0	147.0	23.0	89.0	78.0	185.0	153.0	145.0	58.0	3.0	26.0	103.0	144.0	194.0
K06187	198.0	202.0	87.0	105.0	184.0	121.0	242.0	100.0	120.0	156.0	161.0	82.0	108.0	73.0	114.0	219.0	101.0	166.0	178.0	120.0	92.0	84.0	129.0	150.0	145.0
K06190	1173.0	1333.0	79.0	164.0	1333.0	342.0	1770.0	383.0	378.0	1172.0	125.0	216.0	53.0	20.0	391.0	86.0	310.0	544.0	94.0	91.0	12.0	26.0	378.0	817.0	273.0
K06193	360.0	430.0	95.0	220.0	435.0	140.0	446.0	406.0	332.0	349.0	183.0	114.0	221.0	40.0	261.0	108.0	405.0	312.0	159.0	101.0	16.0	44.0	191.0	423.0	223.0
K06194	2.0	1.0		6.0	3.0	4.0		4.0	2.0	3.0	4.0	1.0	4.0		4.0	3.0	6.0	3.0	4.0	3.0				3.0	8.0
K06197	581.0	705.0		12.0	693.0	145.0	983.0	13.0	143.0	544.0	59.0	69.0	2.0	3.0	115.0	51.0	14.0	246.0	30.0	16.0	3.0	2.0	128.0	352.0	108.0
K06199	584.0	705.0	109.0	311.0	667.0	279.0	742.0	392.0	493.0	579.0	562.0	131.0	426.0	49.0	247.0	672.0	398.0	496.0	546.0	217.0	63.0	63.0	279.0	500.0	519.0
K06203	135.0	112.0	178.0	386.0	139.0	144.0	2.0	425.0	446.0	155.0	386.0	140.0	446.0	119.0	245.0	223.0	507.0	446.0	371.0	179.0	69.0	116.0	239.0	270.0	400.0
K06204	1014.0	1289.0	235.0	734.0	1419.0	461.0	1522.0	851.0	1120.0	1208.0	848.0	301.0	774.0	141.0	476.0	447.0	894.0	992.0	726.0	287.0	29.0	115.0	578.0	1051.0	939.0
K06206	29.0	22.0	66.0	66.0	18.0	54.0		87.0	77.0	23.0	71.0	70.0	69.0	65.0	74.0	56.0	99.0	66.0	78.0	74.0	67.0	71.0	67.0	56.0	64.0
K06208	9.0	7.0	32.0	14.0	1.0	31.0	1.0	10.0	5.0	7.0	40.0	33.0	16.0	42.0	24.0	78.0	4.0	17.0	48.0	52.0	44.0	37.0	20.0	8.0	20.0
K06213	49.0	60.0	10.0	10.0	51.0	17.0	59.0	4.0	24.0	51.0	41.0	9.0	20.0	7.0	12.0	47.0	10.0	30.0	24.0	24.0	10.0	9.0	17.0	26.0	27.0
K06217	1.0	1.0		1.0				1.0					2.0				1.0								2.0
K06223	30.0	15.0	38.0	45.0	15.0	29.0		31.0	64.0	19.0	51.0	36.0	49.0	36.0	32.0	32.0	46.0	46.0	51.0	37.0	28.0	27.0	44.0	22.0	43.0
K06287	353.0	372.0	190.0	241.0	376.0	252.0	455.0	343.0	350.0	321.0	294.0	193.0	263.0	160.0	256.0	308.0	297.0	337.0	267.0	212.0	144.0	131.0	237.0	329.0	282.0
K06346	2.0		12.0	5.0	1.0	6.0			1.0			11.0	2.0	8.0	7.0			1.0		4.0	11.0	14.0	4.0		
K06381	21.0	9.0	85.0	42.0	1.0	87.0		17.0	11.0	13.0	62.0	77.0	42.0	94.0	62.0	154.0	6.0	18.0	75.0	86.0	110.0	85.0	56.0	18.0	42.0
K06413	1.0		4.0		1.0	3.0						3.0		2.0		1.0		1.0		2.0	2.0	3.0	4.0	1.0	
K06442	41.0	47.0	185.0	100.0	13.0	187.0	4.0	85.0	50.0	46.0	201.0	169.0	158.0	207.0	116.0	567.0	16.0	74.0	275.0	231.0	301.0	239.0	128.0	63.0	139.0
K06518	631.0	767.0	35.0	139.0	688.0	187.0	924.0	190.0	265.0	626.0	172.0	117.0	110.0	20.0	173.0	100.0	186.0	341.0	128.0	74.0	8.0	33.0	205.0	418.0	221.0
K06603	700.0	824.0	100.0	246.0	896.0	230.0	1018.0	292.0	459.0	717.0	336.0	141.0	274.0	57.0	245.0	194.0	345.0	467.0	286.0	122.0	10.0	43.0	276.0	537.0	419.0
K06718	95.0	118.0		1.0	125.0	23.0	163.0	3.0	24.0	99.0	11.0	14.0	3.0		20.0	8.0	1.0	45.0	3.0	5.0		2.0	27.0	66.0	17.0
K06720	107.0	125.0			95.0	20.0	115.0	1.0	23.0	71.0	7.0	15.0		3.0	19.0	8.0	5.0	34.0	3.0	5.0		1.0	19.0	69.0	25.0
K06864	14.0	9.0	53.0	27.0	3.0	72.0	1.0	31.0	14.0	8.0	90.0	60.0	54.0	82.0	49.0	179.0	2.0	22.0	95.0	87.0	101.0	85.0	59.0	21.0	46.0
K06880	15.0	17.0			17.0	4.0	22.0		7.0	17.0	1.0	3.0			2.0	1.0		5.0	1.0	1.0			4.0	9.0	4.0
K06886	29.0	30.0	15.0	65.0	25.0	16.0		2.0	88.0	43.0	121.0	6.0	105.0	18.0	8.0	57.0	39.0	74.0	102.0	41.0		13.0	34.0	14.0	113.0
K06888	67.0	69.0	56.0	19.0	80.0	40.0	93.0	1.0	10.0	70.0	7.0	68.0	11.0	50.0	47.0	5.0		28.0	9.0	33.0	60.0	57.0	46.0	33.0	16.0
K06891	625.0	741.0	412.0	431.0	679.0	530.0	781.0	339.0	441.0	658.0	509.0	401.0	476.0	434.0	429.0	654.0	342.0	510.0	572.0	467.0	434.0	436.0	437.0	536.0	558.0
K06895	4.0	5.0	5.0	18.0	7.0	2.0		20.0	23.0	4.0	27.0	1.0	20.0	4.0	6.0	13.0	13.0	21.0	18.0	11.0		1.0	14.0	11.0	27.0
K06899	27.0	13.0	17.0	60.0	23.0	20.0	1.0	77.0	65.0	26.0	76.0	17.0	61.0	11.0	34.0	27.0	76.0	58.0	55.0	18.0	3.0	5.0	35.0	45.0	55.0
K06901	68.0	74.0	72.0	82.0	84.0	93.0	64.0	72.0	113.0	76.0	84.0	71.0	96.0	82.0	67.0	50.0	102.0	103.0	89.0	61.0	59.0	68.0	86.0	71.0	91.0
K06905	8.0	5.0			8.0	3.0	9.0		2.0	9.0	2.0	2.0			1.0			2.0	1.0	2.0			1.0	7.0	3.0
K06906	5.0	6.0				1.0	5.0			2.0	1.0							1.0						1.0	
K06911	312.0	317.0	117.0	225.0	329.0	170.0	379.0	187.0	296.0	327.0	252.0	146.0	270.0	108.0	153.0	158.0	267.0	278.0	230.0	152.0	79.0	90.0	192.0	237.0	298.0
K06919	7.0	21.0			14.0	2.0	18.0	1.0	2.0	13.0	2.0	2.0		1.0	2.0			6.0					1.0	4.0	4.0
K06920	74.0	133.0	36.0	18.0	113.0	60.0	114.0	32.0	36.0	102.0	21.0	27.0	20.0	22.0	54.0	26.0	28.0	51.0	29.0	29.0	30.0	27.0	48.0	67.0	28.0
K06922	1.0	1.0	3.0			1.0		1.0	1.0	3.0	2.0	2.0	2.0	6.0	1.0	1.0			1.0		3.0	2.0			1.0
K06925	151.0	153.0	156.0	219.0	138.0	152.0	119.0	278.0	260.0	151.0	277.0	150.0	266.0	134.0	199.0	263.0	289.0	269.0	254.0	184.0	130.0	126.0	204.0	201.0	274.0
K06929	5.0		25.0	21.0	2.0	33.0		25.0	8.0	4.0		39.0	8.0	38.0	41.0		25.0	13.0	1.0	25.0	30.0	53.0	19.0	13.0	1.0
K06938	141.0	113.0	167.0	508.0	159.0	142.0	3.0	552.0	502.0	209.0	444.0	110.0	425.0	90.0	281.0	244.0	629.0	436.0	406.0	201.0	13.0	82.0	262.0	341.0	448.0
K06940	22.0	23.0	100.0	110.0	15.0	100.0		265.0	116.0	25.0	77.0	77.0	90.0	68.0	151.0	141.0	200.0	93.0	103.0	104.0	83.0	72.0	104.0	169.0	41.0
K06941	1206.0	1486.0	595.0	737.0	1323.0	822.0	1520.0	752.0	906.0	1184.0	971.0	608.0	813.0	488.0	641.0	1313.0	651.0	900.0	1049.0	743.0	551.0	580.0	817.0	957.0	1007.0
K06949	45.0	64.0	22.0	38.0	53.0	36.0	72.0	30.0	40.0	56.0	32.0	28.0	31.0	14.0	24.0	18.0	36.0	40.0	26.0	28.0	18.0	26.0	25.0	29.0	48.0
K06953	13.0	9.0	4.0	24.0	14.0	5.0			46.0	19.0	47.0	9.0	37.0	7.0	1.0	19.0	8.0	27.0	29.0	12.0	1.0	4.0	7.0	5.0	33.0
K06958	1.0			1.0	1.0				2.0				1.0						4.0						2.0
K06960	22.0	1.0	87.0	45.0	9.0	87.0	2.0	4.0		14.0	3.0	95.0	20.0	125.0	52.0	1.0	2.0	4.0	7.0	81.0	144.0	126.0	63.0	8.0	11.0
K06962	8.0	2.0	27.0	10.0	2.0	18.0				7.0		24.0	5.0	27.0	23.0	1.0		2.0	3.0	21.0	47.0	30.0	18.0	2.0	4.0
K06968	5.0	1.0	13.0	23.0	7.0	6.0		64.0	39.0	7.0	24.0	10.0	20.0	5.0	18.0	12.0	33.0	33.0	24.0	8.0	1.0	8.0	18.0	27.0	22.0
K06971	26.0	3.0	95.0	38.0	7.0	71.0	3.0	4.0	1.0	16.0	3.0	92.0	30.0	117.0	52.0		5.0	5.0	8.0	67.0	126.0	107.0	42.0	8.0	13.0
K06985	17.0	8.0	21.0	50.0	25.0	12.0	1.0	69.0	62.0	25.0	54.0	20.0	60.0	12.0	28.0	35.0	76.0	65.0	57.0	22.0	2.0	7.0	24.0	34.0	48.0
K06987	114.0	163.0	23.0	47.0	175.0	45.0	199.0	2.0	103.0	144.0	102.0	24.0	80.0	27.0	20.0	69.0	34.0	77.0	83.0	22.0	2.0	8.0	52.0	79.0	128.0
K06991	25.0	10.0	64.0	58.0	30.0	45.0	1.0	3.0	51.0	43.0	50.0	44.0	64.0	65.0	29.0	29.0	21.0	46.0	65.0	51.0	78.0	61.0	43.0	10.0	52.0
K06995	224.0	353.0	14.0	57.0	279.0	113.0	392.0	77.0	82.0	228.0	197.0	26.0	104.0	2.0	79.0	466.0	26.0	140.0	228.0	106.0	50.0	20.0	84.0	179.0	133.0
K06997	270.0	353.0	80.0	167.0	360.0	148.0	406.0	163.0	218.0	261.0	237.0	129.0	202.0	81.0	127.0	158.0	166.0	231.0	191.0	115.0	59.0	77.0	125.0	217.0	224.0
K06998	3.0		6.0	4.0		7.0				1.0	2.0	6.0		4.0	5.0					3.0	6.0	6.0	2.0	1.0	
K07000	3.0	6.0	10.0	20.0	7.0	13.0	6.0	60.0	32.0	12.0	7.0	8.0	15.0	2.0	27.0	4.0	42.0	22.0	8.0	9.0	1.0	7.0	13.0	28.0	9.0
K07001	26.0	36.0		2.0	24.0	4.0	36.0	3.0	9.0	20.0	4.0	1.0			3.0			9.0		1.0		1.0	5.0	22.0	5.0
K07002	1.0	1.0	12.0	14.0	2.0	3.0		59.0	29.0	1.0		11.0	8.0		28.0		53.0	20.0	4.0	6.0		2.0	9.0	26.0	
K07006	31.0	16.0	37.0	84.0	27.0	30.0		188.0	113.0	34.0	51.0	24.0	88.0	13.0	82.0	30.0	147.0	100.0	65.0	31.0	1.0	18.0	54.0	104.0	53.0
K07015	1.0		4.0	2.0		3.0				1.0		7.0	1.0	3.0	1.0				1.0	2.0		3.0			
K07018	5.0	2.0			2.0	1.0	8.0			3.0					1.0			1.0					1.0	2.0	4.0
K07020	11.0	4.0	6.0	13.0	13.0	10.0		10.0	25.0	14.0	25.0	3.0	15.0	6.0	6.0	13.0	18.0	27.0	27.0	5.0		6.0	6.0	11.0	26.0
K07026	5.0	3.0	3.0	6.0	6.0	5.0		3.0	10.0	7.0	18.0	3.0	11.0	2.0	5.0	9.0	5.0	12.0	12.0	5.0		2.0	4.0	3.0	14.0
K07040	385.0	444.0	132.0	284.0	482.0	204.0	499.0	256.0	453.0	445.0	343.0	157.0	349.0	128.0	199.0	187.0	313.0	395.0	282.0	148.0	71.0	89.0	264.0	343.0	416.0
K07042	404.0	445.0	120.0	291.0	503.0	205.0	558.0	277.0	342.0	445.0	366.0	167.0	316.0	97.0	211.0	367.0	317.0	391.0	336.0	180.0	96.0	101.0	245.0	376.0	415.0
K07052	129.0	109.0	261.0	156.0	77.0	230.0	102.0	211.0	94.0	123.0	189.0	274.0	170.0	288.0	237.0	421.0	127.0	155.0	253.0	317.0	355.0	297.0	214.0	165.0	113.0
K07053	36.0	53.0	3.0	19.0	45.0	17.0	61.0	13.0	29.0	30.0	24.0	6.0	15.0	3.0	20.0	16.0	16.0	30.0	21.0	8.0	1.0	3.0	13.0	32.0	24.0
K07056	178.0	241.0	82.0	101.0	191.0	120.0	226.0	157.0	135.0	185.0	159.0	90.0	139.0	82.0	108.0	200.0	115.0	160.0	173.0	101.0	93.0	87.0	115.0	167.0	149.0
K07058	480.0	513.0	358.0	543.0	544.0	354.0	405.0	413.0	785.0	542.0	769.0	314.0	735.0	382.0	391.0	557.0	566.0	647.0	700.0	388.0	263.0	292.0	436.0	482.0	834.0
K07070	71.0	57.0	76.0	193.0	70.0	60.0		232.0	231.0	82.0	215.0	42.0	218.0	41.0	108.0	102.0	276.0	201.0	202.0	91.0	7.0	25.0	112.0	148.0	234.0
K07071	30.0	27.0	36.0	38.0	23.0	35.0	28.0	24.0	31.0	30.0	52.0	34.0	38.0	44.0	33.0	56.0	23.0	37.0	48.0	74.0	45.0	49.0	34.0	26.0	33.0
K07075	6.0	2.0	18.0	3.0		11.0				1.0		16.0	6.0	27.0	12.0		1.0		2.0	14.0	26.0	19.0	7.0	4.0	3.0
K07082	1282.0	1463.0	530.0	672.0	1462.0	701.0	1693.0	764.0	882.0	1321.0	709.0	521.0	653.0	472.0	682.0	324.0	736.0	893.0	589.0	497.0	434.0	428.0	765.0	964.0	719.0
K07089	285.0	317.0	72.0	132.0	316.0	117.0	400.0	209.0	190.0	275.0	109.0	100.0	134.0	41.0	150.0	60.0	187.0	208.0	93.0	75.0	31.0	41.0	142.0	233.0	140.0
